,CustomerID,Recency,Frequency,Monetary,Cluster
1324,14147.0,77,2,483.4,Occasional
1325,14148.0,233,1,157.2,At-Risk
1326,14149.0,220,1,446.62,At-Risk
1327,14150.0,35,2,658.64,Occasional
1328,14152.0,74,2,621.29,Occasional
1329,14154.0,238,2,1345.62,At-Risk
1330,14155.0,265,1,118.75,At-Risk
1331,14156.0,9,55,117379.63,Loyal
1332,14157.0,19,2,432.88,Occasional
1333,14158.0,39,1,507.65999999999997,Occasional
1334,14159.0,19,11,4693.01,Regular
1335,14161.0,215,3,1110.52,At-Risk
1336,14162.0,173,2,289.36,At-Risk
1337,14163.0,86,4,2445.91,Occasional
1338,14164.0,70,2,1631.77,Occasional
1339,14165.0,275,1,122.53999999999999,At-Risk
1340,14167.0,38,4,574.84,Occasional
1341,14171.0,97,1,363.79,Occasional
1342,14173.0,10,4,450.84,Occasional
1343,14174.0,32,1,134.46,Occasional
1344,14175.0,59,3,3222.3,Occasional
1345,14176.0,296,4,576.9,At-Risk
1346,14177.0,85,4,559.41,Occasional
1347,14178.0,8,7,1620.93,Occasional
1348,14179.0,40,2,719.78,Occasional
1349,14180.0,10,25,4748.5199999999995,Regular
1350,14184.0,66,1,452.89,Occasional
1351,14185.0,330,1,197.65,At-Risk
1352,14188.0,30,6,2054.36,Occasional
1353,14189.0,1,15,4654.08,Regular
1354,14191.0,1,13,4684.76,Regular
1355,14193.0,67,2,853.39,Occasional
1356,14194.0,4,21,11349.52,Regular
1357,14195.0,201,2,1012.0,At-Risk
1358,14196.0,106,1,335.52,Occasional
1359,14198.0,17,4,701.4,Occasional
1360,14199.0,217,1,185.39999999999998,At-Risk
1361,14201.0,59,7,747.4399999999999,Occasional
1362,14204.0,1,1,161.03,Occasional
1363,14205.0,16,2,466.7,Occasional
1364,14206.0,238,1,328.15999999999997,At-Risk
1365,14208.0,94,1,151.74,Occasional
1366,14209.0,10,6,2073.43,Occasional
1367,14210.0,105,6,1905.84,Occasional
1368,14211.0,52,9,2241.1,Occasional
1369,14212.0,89,1,1070.48,Occasional
1370,14214.0,30,5,1004.38,Occasional
1371,14215.0,11,6,1789.72,Occasional
1372,14216.0,2,4,1839.3,Occasional
1373,14217.0,1,17,2004.98,Regular
1374,14218.0,42,1,169.48,Occasional
1375,14219.0,3,1,89.94,Occasional
1376,14220.0,246,2,632.4,At-Risk
1377,14221.0,41,9,3432.8,Occasional
1378,14222.0,176,1,683.17,At-Risk
1379,14223.0,91,3,991.13,Occasional
1380,14224.0,109,4,1050.12,Occasional
1381,14226.0,28,5,2232.19,Occasional
1382,14227.0,25,10,3350.96,Occasional
1383,14229.0,51,3,1547.2,Occasional
1384,14231.0,183,3,925.71,At-Risk
1385,14232.0,42,5,2048.07,Occasional
1386,14233.0,48,4,1462.72,Occasional
1387,14234.0,21,4,775.46,Occasional
1388,14235.0,74,5,3144.86,Occasional
1389,14236.0,80,2,490.86,Occasional
1390,14237.0,372,1,161.0,At-Risk
1391,14238.0,325,1,146.85,At-Risk
1392,14239.0,42,11,2380.85,Occasional
1393,14240.0,29,2,890.34,Occasional
1394,14241.0,183,1,213.70000000000002,At-Risk
1395,14242.0,234,2,280.55,At-Risk
1396,14243.0,8,10,2588.77,Occasional
1397,14245.0,219,2,1693.45,At-Risk
1398,14246.0,110,3,1474.06,Occasional
1399,14247.0,277,1,136.77,At-Risk
1400,14248.0,317,1,302.58,At-Risk
1401,14250.0,6,3,1904.05,Occasional
1402,14251.0,1,5,2879.7,Occasional
1403,14256.0,259,2,969.06,At-Risk
1404,14257.0,63,5,3099.72,Occasional
1405,14258.0,8,9,12669.98,Regular
1406,14259.0,141,1,120.0,Occasional
1407,14261.0,50,2,1163.45,Occasional
1408,14262.0,7,8,2618.23,Occasional
1409,14264.0,154,2,333.97,At-Risk
1410,14265.0,108,2,530.18,Occasional
1411,14267.0,162,3,1516.24,At-Risk
1412,14270.0,331,1,492.65,At-Risk
1413,14271.0,225,1,112.32,At-Risk
1414,14272.0,73,2,437.96,Occasional
1415,14273.0,50,4,559.97,Occasional
1416,14276.0,98,3,1119.74,Occasional
1417,14277.0,14,3,4216.2,Occasional
1418,14280.0,196,1,134.04,At-Risk
1419,14282.0,2,15,3729.34,Regular
1420,14284.0,30,2,595.25,Occasional
1421,14285.0,20,4,1910.01,Occasional
1422,14286.0,23,3,4628.75,Occasional
1423,14287.0,7,3,176.63,Occasional
1424,14288.0,212,1,426.6,At-Risk
1425,14289.0,8,6,911.26,Occasional
1426,14290.0,10,5,2314.65,Occasional
1427,14291.0,1,11,3883.25,Regular
1428,14292.0,7,9,4871.93,Occasional
1429,14293.0,2,4,1046.56,Occasional
1430,14295.0,39,1,166.2,Occasional
1431,14297.0,17,4,1305.33,Occasional
1432,14298.0,7,44,51527.3,Loyal
1433,14299.0,7,9,3965.62,Occasional
1434,14300.0,18,1,43.2,Occasional
1435,14301.0,116,1,640.14,Occasional
1436,14304.0,222,1,383.45,At-Risk
1437,14305.0,70,3,1858.96,Occasional
1438,14306.0,50,2,2093.32,Occasional
1439,14307.0,88,6,2995.72,Occasional
1440,14309.0,7,9,2352.53,Occasional
1441,14311.0,242,1,310.26,At-Risk
1442,14312.0,46,6,1611.59,Occasional
1443,14314.0,106,1,120.0,Occasional
1444,14315.0,44,6,2481.13,Occasional
1445,14317.0,64,1,508.58,Occasional
1446,14320.0,206,2,477.78999999999996,At-Risk
1447,14321.0,10,5,1530.75,Occasional
1448,14323.0,114,2,605.06,Occasional
1449,14326.0,241,1,183.85,At-Risk
1450,14327.0,162,1,311.65,At-Risk
1451,14329.0,16,7,5014.84,Occasional
1452,14331.0,123,2,462.65999999999997,Occasional
1453,14332.0,22,3,866.3100000000001,Occasional
1454,14333.0,67,1,415.2,Occasional
1455,14334.0,16,8,2552.21,Occasional
1456,14335.0,15,2,468.26,Occasional
1457,14336.0,16,4,1614.91,Occasional
1458,14338.0,160,2,588.22,At-Risk
1459,14339.0,242,1,309.52,At-Risk
1460,14340.0,218,1,134.7,At-Risk
1461,14341.0,44,8,2182.28,Occasional
1462,14342.0,20,4,668.56,Occasional
1463,14344.0,126,8,889.9300000000001,Occasional
1464,14345.0,38,1,108.98,Occasional
1465,14346.0,120,2,1021.58,Occasional
1466,14348.0,259,1,409.57,At-Risk
1467,14349.0,9,1,133.5,Occasional
1468,14350.0,273,1,282.93,At-Risk
1469,14351.0,164,1,51.0,At-Risk
1470,14352.0,156,4,1078.96,At-Risk
1471,14353.0,214,1,90.6,At-Risk
1472,14354.0,5,2,163.62,Occasional
1473,14355.0,365,1,174.4,At-Risk
1474,14356.0,79,2,701.23,Occasional
1475,14357.0,42,1,225.77,Occasional
1476,14359.0,18,3,912.18,Occasional
1477,14360.0,31,4,2128.23,Occasional
1478,14362.0,21,1,161.2,Occasional
1479,14364.0,108,8,3717.35,Occasional
1480,14367.0,7,16,9261.52,Regular
1481,14368.0,319,1,155.0,At-Risk
1482,14371.0,294,1,100.5,At-Risk
1483,14373.0,357,1,76.55,At-Risk
1484,14375.0,184,1,257.68,At-Risk
1485,14377.0,190,2,617.05,At-Risk
1486,14379.0,43,2,348.1,Occasional
1487,14381.0,51,1,202.68,Occasional
1488,14382.0,25,1,626.0699999999999,Occasional
1489,14383.0,37,3,1247.69,Occasional
1490,14385.0,8,3,202.10999999999999,Occasional
1491,14386.0,296,1,142.4,At-Risk
1492,14387.0,32,3,1770.56,Occasional
1493,14388.0,9,8,3212.84,Occasional
1494,14389.0,64,2,1043.46,Occasional
1495,14390.0,9,9,4652.82,Occasional
1496,14393.0,217,1,67.95,At-Risk
1497,14395.0,1,9,3507.71,Occasional
1498,14396.0,64,2,487.99,Occasional
1499,14397.0,2,19,2612.96,Regular
1500,14400.0,148,1,574.7,At-Risk
1501,14401.0,3,13,4051.48,Regular
1502,14403.0,129,4,1475.81,Occasional
1503,14404.0,33,6,1474.32,Occasional
1504,14406.0,118,1,156.75,Occasional
1505,14407.0,106,6,2157.73,Occasional
1506,14408.0,10,7,2606.53,Occasional
1507,14409.0,70,6,2059.45,Occasional
1508,14410.0,91,9,1105.07,Occasional
1509,14411.0,310,1,1063.0,At-Risk
1510,14412.0,42,2,770.03,Occasional
1511,14413.0,361,1,122.7,At-Risk
1512,14414.0,91,7,1496.98,Occasional
1513,14415.0,0,13,5900.28,Regular
1514,14416.0,21,2,490.22,Occasional
1515,14418.0,3,3,1937.25,Occasional
1516,14419.0,10,6,1058.06,Occasional
1517,14420.0,98,1,387.52,Occasional
1518,14421.0,56,2,813.11,Occasional
1519,14422.0,0,6,4263.64,Occasional
1520,14423.0,217,1,265.2,At-Risk
1521,14424.0,17,1,322.08,Occasional
1522,14426.0,23,10,4481.67,Occasional
1523,14427.0,49,2,363.34000000000003,Occasional
1524,14428.0,6,5,1244.83,Occasional
1525,14431.0,302,1,470.36,At-Risk
1526,14432.0,9,6,2255.5099999999998,Occasional
1527,14434.0,21,6,1372.8,Occasional
1528,14436.0,98,1,89.06,Occasional
1529,14437.0,365,1,63.0,At-Risk
1530,14438.0,305,1,131.9,At-Risk
1531,14439.0,319,1,2661.2400000000002,At-Risk
1532,14440.0,7,5,2357.68,Occasional
1533,14441.0,0,4,1712.8899999999999,Occasional
1534,14442.0,204,2,1589.82,At-Risk
1535,14443.0,53,4,1420.2,Occasional
1536,14446.0,0,4,1039.58,Occasional
1537,14447.0,18,5,1163.23,Occasional
1538,14448.0,8,2,375.35,Occasional
1539,14449.0,18,4,907.1,Occasional
1540,14450.0,180,3,483.25,At-Risk
1541,14451.0,59,2,662.59,Occasional
1542,14452.0,10,2,264.44,Occasional
1543,14453.0,189,1,119.93,At-Risk
1544,14456.0,4,9,3062.4,Occasional
1545,14457.0,310,1,113.64,At-Risk
1546,14459.0,154,1,1837.92,At-Risk
1547,14460.0,109,3,434.34,Occasional
1548,14461.0,147,3,2103.06,Occasional
1549,14462.0,65,11,2004.02,Occasional
1550,14463.0,97,3,529.62,Occasional
1551,14465.0,246,3,1058.6200000000001,At-Risk
1552,14466.0,28,7,2272.4,Occasional
1553,14467.0,17,4,598.76,Occasional
1554,14470.0,11,2,461.19,Occasional
1555,14472.0,103,8,1936.84,Occasional
1556,14473.0,73,2,234.34,Occasional
1557,14474.0,45,1,547.66,Occasional
1558,14475.0,71,3,925.85,Occasional
1559,14476.0,256,1,215.7,At-Risk
1560,14477.0,19,4,1309.6,Occasional
1561,14479.0,253,2,316.25,At-Risk
1562,14480.0,10,1,279.05,Occasional
1563,14481.0,164,2,636.51,At-Risk
1564,14482.0,17,6,2068.15,Occasional
1565,14483.0,281,1,137.1,At-Risk
1566,14484.0,49,1,321.92,Occasional
1567,14485.0,38,1,165.75,Occasional
1568,14487.0,26,6,1196.33,Occasional
1569,14488.0,67,1,1064.28,Occasional
1570,14489.0,206,1,463.38,At-Risk
1571,14491.0,174,2,340.93,At-Risk
1572,14493.0,6,5,2383.24,Occasional
1573,14494.0,25,1,139.56,Occasional
1574,14495.0,50,2,123.80000000000001,Occasional
1575,14496.0,311,2,538.8100000000001,At-Risk
1576,14497.0,308,1,475.37,At-Risk
1577,14498.0,42,5,1957.32,Occasional
1578,14499.0,25,3,815.32,Occasional
1579,14500.0,87,3,356.85,Occasional
1580,14501.0,183,2,251.20999999999998,At-Risk
1581,14502.0,19,11,2470.67,Regular
1582,14503.0,2,6,3543.26,Occasional
1583,14504.0,46,4,673.26,Occasional
1584,14505.0,16,8,5905.64,Occasional
1585,14506.0,16,5,2012.17,Occasional
1586,14507.0,23,6,1383.18,Occasional
1587,14508.0,21,2,276.42,Occasional
1588,14511.0,10,5,1314.81,Occasional
1589,14512.0,187,2,275.28,At-Risk
1590,14513.0,100,3,455.59000000000003,Occasional
1591,14514.0,60,3,1055.35,Occasional
1592,14515.0,17,6,2102.09,Occasional
1593,14517.0,32,2,330.45,Occasional
1594,14518.0,63,1,174.37,Occasional
1595,14520.0,1,2,270.6,Occasional
1596,14522.0,23,4,974.54,Occasional
1597,14523.0,107,1,241.09,Occasional
1598,14524.0,31,9,1867.68,Occasional
1599,14525.0,19,9,4332.2,Occasional
1600,14527.0,2,55,8508.82,Regular
1601,14528.0,36,1,364.21999999999997,Occasional
1602,14529.0,59,3,620.04,Occasional
1603,14530.0,25,6,2925.91,Occasional
1604,14532.0,235,4,932.85,At-Risk
1605,14533.0,24,7,1949.72,Occasional
1606,14534.0,2,18,4447.05,Regular
1607,14535.0,59,3,2864.19,Occasional
1608,14536.0,259,1,171.8,At-Risk
1609,14537.0,57,1,355.56,Occasional
1610,14538.0,64,2,388.25,Occasional
1611,14539.0,15,2,537.48,Occasional
1612,14540.0,9,3,996.26,Occasional
1613,14541.0,58,8,1461.65,Occasional
1614,14542.0,185,1,103.25,At-Risk
1615,14543.0,28,16,3630.33,Regular
1616,14544.0,23,2,2024.45,Occasional
1617,14546.0,4,5,2578.09,Occasional
1618,14547.0,3,8,4007.54,Occasional
1619,14548.0,150,2,652.8,At-Risk
1620,14549.0,310,1,289.24,At-Risk
1621,14550.0,10,2,765.62,Occasional
1622,14551.0,17,2,186.23,Occasional
1623,14552.0,151,1,165.07,At-Risk
1624,14553.0,18,5,859.27,Occasional
1625,14554.0,9,4,2381.04,Occasional
1626,14555.0,56,2,324.14,Occasional
1627,14557.0,84,1,788.38,Occasional
1628,14560.0,6,22,2237.77,Regular
1629,14561.0,75,3,1080.76,Occasional
1630,14562.0,3,18,5074.7699999999995,Regular
1631,14565.0,95,4,3099.12,Occasional
1632,14566.0,110,1,1432.0,Occasional
1633,14567.0,56,2,1530.36,Occasional
1634,14569.0,0,1,227.39,Occasional
1635,14570.0,280,2,218.06,At-Risk
1636,14572.0,2,7,2832.84,Occasional
1637,14573.0,179,9,1653.42,At-Risk
1638,14576.0,371,1,35.4,At-Risk
1639,14577.0,12,4,859.71,Occasional
1640,14578.0,2,1,168.63,Occasional
1641,14581.0,16,1,138.6,Occasional
1642,14582.0,40,1,114.10999999999999,Occasional
1643,14583.0,5,5,1052.55,Occasional
1644,14584.0,168,4,1042.26,At-Risk
1645,14585.0,49,1,157.05,Occasional
1646,14586.0,276,1,237.35999999999999,At-Risk
1647,14587.0,18,9,1601.14,Occasional
1648,14589.0,371,1,39.75,At-Risk
1649,14591.0,14,4,1447.14,Occasional
1650,14592.0,34,3,570.46,Occasional
1651,14593.0,21,3,617.99,Occasional
1652,14594.0,6,2,379.83,Occasional
1653,14595.0,19,6,1740.6,Occasional
1654,14597.0,10,2,883.15,Occasional
1655,14598.0,43,1,221.97,Occasional
1656,14600.0,305,1,393.33,At-Risk
1657,14601.0,10,1,213.96,Occasional
1658,14603.0,274,1,660.0,At-Risk
1659,14606.0,0,93,12156.65,Loyal
1660,14607.0,15,14,16569.5,Regular
1661,14608.0,3,4,1785.15,Occasional
1662,14609.0,71,2,266.4,Occasional
1663,14616.0,242,3,406.08000000000004,At-Risk
1664,14618.0,8,3,553.44,Occasional
1665,14619.0,245,1,394.44,At-Risk
1666,14620.0,205,2,412.78000000000003,At-Risk
1667,14621.0,0,5,1788.36,Occasional
1668,14622.0,184,1,320.58,At-Risk
1669,14623.0,31,5,889.25,Occasional
1670,14624.0,56,2,225.85,Occasional
1671,14625.0,195,2,899.63,At-Risk
1672,14626.0,23,4,2791.27,Occasional
1673,14628.0,90,2,671.96,Occasional
1674,14629.0,3,2,959.01,Occasional
1675,14631.0,50,3,1006.98,Occasional
1676,14632.0,262,1,114.56,At-Risk
1677,14633.0,265,1,344.9,At-Risk
1678,14636.0,35,2,609.85,Occasional
1679,14638.0,50,1,443.6,Occasional
1680,14639.0,51,6,2984.49,Occasional
1681,14640.0,23,6,2125.08,Occasional
1682,14641.0,21,1,110.46000000000001,Occasional
1683,14642.0,58,1,96.11999999999999,Occasional
1684,14643.0,169,2,693.81,At-Risk
1685,14644.0,67,2,830.76,Occasional
1686,14645.0,156,2,597.09,At-Risk
1687,14646.0,1,72,275214.02,High-Value
1688,14647.0,200,1,243.22,At-Risk
1689,14649.0,4,4,1417.29,Occasional
1690,14651.0,66,2,654.6,Occasional
1691,14652.0,76,1,114.18,Occasional
1692,14653.0,0,7,1947.55,Occasional
1693,14655.0,7,4,1932.23,Occasional
1694,14656.0,168,2,291.05,At-Risk
1695,14657.0,17,4,848.22,Occasional
1696,14658.0,4,2,247.15,Occasional
1697,14659.0,8,9,2529.93,Occasional
1698,14660.0,86,2,285.74,Occasional
1699,14661.0,26,1,107.95,Occasional
1700,14662.0,28,4,771.17,Occasional
1701,14664.0,19,2,637.89,Occasional
1702,14665.0,60,5,1835.7,Occasional
1703,14666.0,23,1,195.25,Occasional
1704,14667.0,10,25,9241.2,Regular
1705,14669.0,241,3,1269.99,At-Risk
1706,14670.0,279,2,411.53,At-Risk
1707,14672.0,234,2,765.55,At-Risk
1708,14673.0,2,5,1736.4,Occasional
1709,14675.0,15,1,604.75,Occasional
1710,14676.0,30,6,2548.24,Occasional
1711,14680.0,24,16,28754.11,Regular
1712,14681.0,70,3,498.95,Occasional
1713,14682.0,187,2,52.0,At-Risk
1714,14684.0,25,5,1236.28,Occasional
1715,14687.0,106,1,628.38,Occasional
1716,14688.0,7,21,5630.87,Regular
1717,14689.0,208,1,112.8,At-Risk
1718,14690.0,43,2,371.7,Occasional
1719,14691.0,30,5,2114.33,Occasional
1720,14692.0,136,4,591.55,Occasional
1721,14693.0,264,1,172.9,At-Risk
1722,14696.0,3,7,2078.95,Occasional
1723,14697.0,217,2,188.61,At-Risk
1724,14698.0,1,5,1250.76,Occasional
1725,14699.0,213,1,109.13,At-Risk
1726,14700.0,31,3,2235.3,Occasional
1727,14701.0,10,9,2549.37,Occasional
1728,14702.0,0,17,3292.14,Regular
1729,14703.0,14,1,318.17,Occasional
1730,14704.0,10,9,1546.91,Occasional
1731,14705.0,198,1,179.0,At-Risk
1732,14708.0,2,3,1126.3700000000001,Occasional
1733,14709.0,14,13,4921.04,Regular
1734,14710.0,13,4,606.13,Occasional
1735,14711.0,9,11,2868.8,Regular
1736,14712.0,28,3,917.0699999999999,Occasional
1737,14713.0,8,11,2666.36,Regular
1738,14714.0,23,1,160.19,Occasional
1739,14715.0,24,4,867.38,Occasional
1740,14716.0,42,2,329.68,Occasional
1741,14719.0,1,5,1602.1299999999999,Occasional
1742,14720.0,5,3,663.81,Occasional
1743,14722.0,146,1,187.92,At-Risk
1744,14723.0,9,6,1158.3,Occasional
1745,14725.0,24,1,718.08,Occasional
1746,14727.0,273,1,268.58,At-Risk
1747,14729.0,373,1,313.49,At-Risk
1748,14730.0,0,8,2005.06,Occasional
1749,14731.0,46,3,380.02,Occasional
1750,14732.0,7,8,2702.49,Occasional
1751,14733.0,15,12,9585.91,Regular
1752,14735.0,3,32,6065.69,Regular
1753,14737.0,3,3,1164.55,Occasional
1754,14738.0,42,7,1314.45,Occasional
1755,14739.0,3,7,3902.28,Occasional
1756,14740.0,196,3,1448.21,At-Risk
1757,14741.0,11,6,1400.34,Occasional
1758,14744.0,15,7,1099.98,Occasional
1759,14745.0,112,5,1220.26,Occasional
1760,14747.0,248,1,328.2,At-Risk
1761,14748.0,28,5,1415.75,Occasional
1762,14752.0,43,1,389.64,Occasional
1763,14753.0,86,1,563.15,Occasional
1764,14754.0,44,2,638.05,Occasional
1765,14755.0,9,11,5010.28,Regular
1766,14756.0,14,1,738.96,Occasional
1767,14757.0,74,1,420.5,Occasional
1768,14758.0,144,4,1484.06,Occasional
1769,14759.0,4,3,1625.97,Occasional
1770,14760.0,296,1,89.2,At-Risk
1771,14761.0,58,2,255.9,Occasional
1772,14762.0,263,1,300.52,At-Risk
1773,14764.0,46,1,278.3,Occasional
1774,14765.0,28,3,254.11,Occasional
1775,14766.0,7,6,2473.37,Occasional
1776,14768.0,16,2,192.6,Occasional
1777,14769.0,2,8,10674.75,Regular
1778,14770.0,231,2,876.42,At-Risk
1779,14772.0,111,1,139.26,Occasional
1780,14775.0,57,3,1011.9,Occasional
1781,14776.0,50,11,2538.2999999999997,Occasional
1782,14778.0,126,2,730.86,Occasional
1783,14779.0,280,3,386.15,At-Risk
1784,14780.0,54,2,447.68,Occasional
1785,14782.0,319,1,200.1,At-Risk
1786,14784.0,25,2,289.99,Occasional
1787,14785.0,9,2,77.4,Occasional
1788,14788.0,6,2,679.44,Occasional
1789,14789.0,28,1,197.64,Occasional
1790,14790.0,16,4,745.06,Occasional
1791,14792.0,63,1,6.2,Occasional
1792,14793.0,20,1,228.99,Occasional
1793,14794.0,2,7,1319.91,Occasional
1794,14795.0,165,1,131.45000000000002,At-Risk
1795,14796.0,0,17,8022.49,Regular
1796,14798.0,52,3,173.74,Occasional
1797,14799.0,50,1,157.7,Occasional
1798,14800.0,47,12,4339.74,Regular
1799,14801.0,60,1,193.14,Occasional
1800,14803.0,161,3,845.5500000000001,At-Risk
1801,14804.0,8,1,353.27,Occasional
1802,14805.0,14,4,554.65,Occasional
1803,14806.0,74,1,193.39,Occasional
1804,14808.0,39,8,2741.17,Occasional
1805,14810.0,40,11,2087.88,Occasional
1806,14813.0,369,2,155.43,At-Risk
1807,14815.0,36,2,778.5,Occasional
1808,14816.0,196,1,271.85,At-Risk
1809,14817.0,199,2,1110.34,At-Risk
1810,14818.0,73,3,657.8,Occasional
1811,14819.0,63,2,272.07,Occasional
1812,14820.0,20,4,507.29,Occasional
1813,14821.0,366,1,48.8,At-Risk
1814,14823.0,179,3,321.43,At-Risk
1815,14824.0,9,4,1127.71,Occasional
1816,14825.0,3,12,2226.91,Regular
1817,14828.0,196,3,2139.76,At-Risk
1818,14829.0,28,4,697.55,Occasional
1819,14830.0,52,1,197.13,Occasional
1820,14834.0,17,6,1720.3,Occasional
1821,14836.0,9,3,102.45,Occasional
1822,14837.0,89,4,1649.5,Occasional
1823,14840.0,267,1,62.85,At-Risk
1824,14841.0,52,6,3295.76,Occasional
1825,14842.0,43,4,2824.69,Occasional
1826,14844.0,63,4,3189.81,Occasional
1827,14847.0,148,1,309.4,At-Risk
1828,14849.0,21,25,7930.54,Regular
1829,14850.0,311,1,325.75,At-Risk
1830,14851.0,22,2,511.35,Occasional
1831,14852.0,57,6,2836.69,Occasional
1832,14853.0,23,2,475.8,Occasional
1833,14854.0,77,7,2759.83,Occasional
1834,14855.0,118,2,645.65,Occasional
1835,14856.0,35,3,1311.38,Occasional
1836,14857.0,59,2,1173.12,Occasional
1837,14859.0,12,4,1353.74,Occasional
1838,14860.0,18,1,170.32,Occasional
1839,14861.0,51,1,125.78999999999999,Occasional
1840,14862.0,25,2,841.2,Occasional
1841,14863.0,28,1,266.76,Occasional
1842,14865.0,6,2,52.2,Occasional
1843,14866.0,10,12,14389.9,Regular
1844,14867.0,185,3,710.28,At-Risk
1845,14868.0,2,8,2953.59,Occasional
1846,14869.0,8,2,725.7,Occasional
1847,14870.0,261,1,327.25,At-Risk
1848,14871.0,2,4,522.38,Occasional
1849,14873.0,209,1,519.68,At-Risk
1850,14875.0,107,2,1465.32,Occasional
1851,14878.0,12,9,1485.54,Occasional
1852,14880.0,76,3,706.19,Occasional
1853,14881.0,19,1,255.4,Occasional
1854,14882.0,26,2,589.7,Occasional
1855,14883.0,18,6,761.59,Occasional
1856,14885.0,131,1,765.3199999999999,Occasional
1857,14886.0,252,1,364.8,At-Risk
1858,14887.0,78,1,1862.0,Occasional
1859,14888.0,206,1,369.2,At-Risk
1860,14889.0,335,1,135.9,At-Risk
1861,14890.0,253,1,125.65,At-Risk
1862,14891.0,147,2,554.38,At-Risk
1863,14893.0,9,2,1237.85,Occasional
1864,14894.0,84,1,655.75,Occasional
1865,14895.0,7,20,11138.71,Regular
1866,14896.0,204,2,468.77,At-Risk
1867,14897.0,7,4,1366.38,Occasional
1868,14898.0,22,6,1303.52,Occasional
1869,14901.0,10,9,1421.29,Occasional
1870,14902.0,25,1,332.66,Occasional
1871,14903.0,20,5,2810.63,Occasional
1872,14904.0,1,2,1025.44,Occasional
1873,14905.0,157,2,616.15,At-Risk
1874,14907.0,2,7,3501.1,Occasional
1875,14908.0,73,1,277.8,Occasional
1876,14910.0,2,4,434.35,Occasional
1877,14911.0,0,199,140450.72,Whale
1878,14912.0,16,2,867.85,Occasional
1879,14913.0,35,4,1227.43,Occasional
1880,14915.0,90,2,307.48,Occasional
1881,14916.0,70,4,1268.98,Occasional
1882,14918.0,115,2,1610.15,Occasional
1883,14920.0,212,2,977.77,At-Risk
1884,14921.0,29,2,1316.07,Occasional
1885,14923.0,50,1,749.1,Occasional
1886,14924.0,245,1,310.05,At-Risk
1887,14929.0,31,1,223.88,Occasional
1888,14930.0,108,3,2372.86,Occasional
1889,14931.0,4,5,1257.68,Occasional
1890,14932.0,365,1,363.53,At-Risk
1891,14934.0,81,2,1890.94,Occasional
1892,14935.0,296,1,1784.71,At-Risk
1893,14936.0,33,8,8137.02,Occasional
1894,14937.0,56,3,1621.88,Occasional
1895,14944.0,29,12,5900.25,Regular
1896,14946.0,13,1,100.9,Occasional
1897,14947.0,71,2,290.82,Occasional
1898,14948.0,22,6,1101.97,Occasional
1899,14950.0,18,1,371.2,Occasional
1900,14951.0,78,1,311.69,Occasional
1901,14952.0,59,11,8099.49,Regular
1902,14953.0,24,1,289.82,Occasional
1903,14954.0,11,1,336.17,Occasional
1904,14957.0,252,1,58.49,At-Risk
1905,14958.0,146,3,499.68,Occasional
1906,14959.0,63,4,695.42,Occasional
1907,14960.0,7,2,221.27,Occasional
1908,14961.0,10,9,7044.68,Regular
1909,14962.0,270,1,126.7,At-Risk
1910,14963.0,9,5,1487.8,Occasional
1911,14964.0,246,1,206.21,At-Risk
1912,14965.0,95,2,599.0,Occasional
1913,14966.0,14,1,191.32,Occasional
1914,14967.0,49,1,463.8,Occasional
1915,14968.0,29,1,147.59,Occasional
1916,14970.0,67,4,1592.06,Occasional
1917,14971.0,34,3,1116.57,Occasional
1918,14972.0,127,1,114.77,Occasional
1919,14973.0,106,3,1314.45,Occasional
1920,14974.0,36,1,114.39,Occasional
1921,14975.0,56,1,279.94,Occasional
1922,14976.0,56,7,790.86,Occasional
1923,14978.0,71,5,1931.42,Occasional
1924,14981.0,245,1,102.12,At-Risk
1925,14984.0,18,2,213.27,Occasional
1926,14985.0,197,2,296.75,At-Risk
1927,14987.0,15,2,326.4,Occasional
1928,14988.0,211,1,334.54,At-Risk
1929,14995.0,38,2,233.23,Occasional
1930,14997.0,45,3,546.2,Occasional
1931,14998.0,169,2,429.87,At-Risk
1932,15000.0,47,1,490.52,Occasional
1933,15002.0,115,4,1641.76,Occasional
1934,15004.0,146,1,1246.32,At-Risk
1935,15005.0,15,28,6316.57,Regular
1936,15006.0,50,1,502.09,Occasional
1937,15007.0,158,1,156.91,At-Risk
1938,15009.0,11,3,1261.78,Occasional
1939,15010.0,35,1,308.94,Occasional
1940,15012.0,53,2,423.04,Occasional
1941,15014.0,42,2,260.17,Occasional
1942,15016.0,172,1,170.04,At-Risk
1943,15017.0,33,1,125.58,Occasional
1944,15018.0,38,3,496.21,Occasional
1945,15019.0,266,1,266.0,At-Risk
1946,15021.0,8,9,1914.82,Occasional
1947,15022.0,11,4,905.04,Occasional
1948,15023.0,2,11,6802.76,Regular
1949,15024.0,9,10,1661.33,Occasional
1950,15025.0,32,1,377.01,Occasional
1951,15026.0,79,3,469.0,Occasional
1952,15027.0,30,4,1066.1499999999999,Occasional
1953,15028.0,7,4,627.13,Occasional
1954,15030.0,71,2,518.28,Occasional
1955,15031.0,3,4,668.14,Occasional
1956,15032.0,255,3,4959.1,At-Risk
1957,15033.0,4,10,2586.67,Occasional
1958,15034.0,15,8,4308.61,Occasional
1959,15035.0,89,1,252.73,Occasional
1960,15036.0,71,3,465.55,Occasional
1961,15038.0,58,6,705.49,Occasional
1962,15039.0,9,47,19914.44,Regular
1963,15041.0,169,1,180.35,At-Risk
